Strike,Sigma,BS_Price,MC_Price,MC_Error,Market,CI_low,CI_high,AbsError,RelError_%
140.0,1.8214651184823945,122.92500000000001,122.9653152981596,0.14803732873300246,122.925,122.67516213384292,123.25546846247627,0.040315298159598,0.03279666313573155
150.0,1.6556139390504596,112.94999999999999,112.7888234631742,0.14932856921906057,112.94999999999999,112.49613946750483,113.08150745884356,0.16117653682579203,0.14269724375900136
155.0,1.578459981360588,107.94999999999999,107.8669795652249,0.15199287209970674,107.95,107.56907353590947,108.16488559454032,0.08302043477510779,0.07690637774442592
170.0,1.366133045970518,92.94999999999996,92.93409214374151,0.148973770476964,92.94999999999999,92.64210355360666,93.22608073387636,0.01590785625847957,0.0171144230860458
175.0,1.3005889425130384,87.95000000000002,88.06547794739555,0.14796004490565243,87.95,87.77547625938047,88.35547963541063,0.11547794739554718,0.13129954223484613
180.0,1.2371792350517117,82.9500000000157,82.95246435441273,0.146134969387103,82.94999999999999,82.666039814414,83.23888889441145,0.0024643544127371797,0.0029708913957048584
185.0,1.1761256834435088,77.97499999999718,78.14582118461162,0.14494810876421002,77.975,77.86172289143377,78.42991947778947,0.17082118461162565,0.21907173403222271
190.0,1.1167007464830465,73.0,73.15339614822983,0.14129613244969347,73.0,72.87645572862843,73.43033656783123,0.15339614822983094,0.210131709903878
